"source_id","audio_relpath","transcript","source_reference","usage_rights","speaker","scene","notes"
"tohsakarin_de07b77b6189c18d","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_212.ogg","彻底失控了吗…只能开战了！","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_212.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.957; review_required=true"
"tohsakarin_72899d8442d076fc","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_213.ogg","真是一场恶战…这个火花，不容小觑。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_213.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.966; review_required=true"
"tohsakarin_ccc4ab8c7163afa7","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_214.ogg","…你也被操控了吗！","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_214.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.933; review_required=true"
"tohsakarin_1ef6099379531e9e","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_215.ogg","哎事已至此只能回收残存的怨力了","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_215.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=fuzzy; confidence=0.897; review_required=true"
"tohsakarin_7931179ba7e65841","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_216.ogg","希望你们不会白白牺牲，带我们找到罪魁祸首……","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_216.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.947; review_required=true"
"tohsakarin_201f3da523d3e440","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_217.ogg","不行只能感应到特和其他财宝的位置似乎是在海源市但找不到火花的踪迹","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_217.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=none; confidence=0.000; review_required=true"
"tohsakarin_68799b275492940b","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_218.ogg","但往好处想，这能证明他们刚才说的是真的：火花似乎并不打算把财宝全都据为己有……","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_218.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.971; review_required=true"
"tohsakarin_0f31a930d0526842","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_219.ogg","太反常了。为什么？","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_219.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_6b3684d3db927c22","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_220.ogg","好让自己浑水摸鱼吗…嗯，有可能。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_220.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_193bf6ccd3d1fe6b","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_221.ogg","为自己积蓄更多力量吗…嗯，有可能。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_221.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_6c5f68e58612b9f4","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_222.ogg","呃曾进二巷乐园社会福祉吗怎么可能啊","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_222.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=fuzzy; confidence=0.788; review_required=true"
"tohsakarin_c5a7a2dc0a536045","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_223.ogg","无论如何，继续回收剩下的财宝吧。将来我们必有一战，绝不能让她占了上风。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_223.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.968; review_required=true"
"tohsakarin_1c3214f4bf78f7d6","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_224.ogg","真是的，就不该听侦探的，说什么「报我名字，有惊喜」……","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_224.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_ca0176edb78acebf","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_225.ogg","他到底赊了多少账啊！要不是能报销，咱们肯定得刷盘子刷到昏天黑地了。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_225.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.933; review_required=true"
"tohsakarin_0752e905cc41f6b8","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_226.ogg","本来是想用圣杯解决魔力问题…结果居然在异世界开启了一场奇妙的旅行。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_226.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.984; review_required=true"
"tohsakarin_8c7642fd8bc53d39","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_227.ogg","命途、星神…假如我出生在这片银河，会受到哪位神明瞥视呢？","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_227.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.917; review_required=true"
"tohsakarin_0c18f51779d4e3ea","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_228.ogg","嗯…确实是个适合旅者的命途。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_228.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.917; review_required=true"
"tohsakarin_8af01656cc4030b4","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_229_f.ogg","哼哼，{NICKNAME}还真诚实。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_229_f.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.923; review_required=true"
"tohsakarin_ac2fd4807c72f1b3","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_229_m.ogg","哼哼，{NICKNAME}还真诚实。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_229_m.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.923; review_required=true"
"tohsakarin_516cf9b1527ab5e0","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_231.ogg","啊说到这个","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_231.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=fuzzy; confidence=0.889; review_required=true"
"tohsakarin_faac67989d275847","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_232.ogg","如果从过去选一枚<color=#dbc291ff>最珍贵的</color>结晶——","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_232.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_a50145a21bf945be","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_233.ogg","一定是最能代表你的心神的字符你会选什么","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_233.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=fuzzy; confidence=0.842; review_required=true"
"tohsakarin_0f5573879030932d","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_234.ogg","球棍啊…肯定蕴含着不可思议的「开拓」之力吧。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_234.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_a07159906e941e9c","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_235.ogg","嗯全雷打的c本很帅气","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_235.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=none; confidence=0.000; review_required=true"
"tohsakarin_62e9077859adeab3","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_236.ogg","c炎枪…既威风，又蕴含「存护」的力量，确实很适合当宝具…难道是Lancer","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_236.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.918; review_required=true"
"tohsakarin_ddfbd5809a5877aa","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_237.ogg","能直接招来星际舰队、甚至「巡猎」光矢的信物吗？难以想象。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_237.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.957; review_required=true"
"tohsakarin_5e592366ac48d1f9","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_238.ogg","说的听起来比较威风但阿茶也不赖啊真难选啊","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_238.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=none; confidence=0.000; review_required=true"
"tohsakarin_dc9bc96eefa8b478","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_239.ogg","匹诺康尼之父的遗物，还受到过「同谐」洗礼……","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_239.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.941; review_required=true"
"tohsakarin_8ab4293f89c66658","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_240.ogg","如果把匹诺康尼看作魔术阵地说不定会是caaster但考虑到真身不明的译文也可以是阿萨信","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_240.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=none; confidence=0.000; review_required=true"
"tohsakarin_0c718337466683d9","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_241.ogg","三千万世的「记忆」，逐火的英雄们……","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_241.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.923; review_required=true"
"tohsakarin_9f93552e7cfd6776","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_242.ogg","这么宏伟的史诗，提炼出什么宝具好像都说得通。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_242.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_f53e3724fe2b0cdf","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_243.ogg","不可以直接和宝具可直接影响到作战方针哦","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_243.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=fuzzy; confidence=0.895; review_required=true"
"tohsakarin_9b03291ccf97d314","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_244.ogg","当然，但我们也得搞清楚你的实力——这可直接影响到作战方针哦？","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_244.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_4908e315c7d7cfe5","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_245.ogg","既然要并肩作战，当然要搞清楚搭档的实力才行吧？这可直接影响到作战方针哦？","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_245.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_ee96c50d991538c2","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_246.ogg","你还是不行吗也不是第一次了","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_246.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=fuzzy; confidence=0.880; review_required=true"
"tohsakarin_47deb7041d55648b","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_247.ogg","来日方长。而且，既然是我的从者，那就一定是最强的。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_247.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_ff845981ec96b4c0","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_248.ogg","作为报答…也让你看看我的秘密武器好了。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_248.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.941; review_required=true"
"tohsakarin_5896337870a928c1","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_249.ogg","这可不是普通的首饰，而是神赐的珍宝——","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_249.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_cb49d708be93ac2f","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_250.ogg","金星之护佑古代美索布达米亚风瓤战争与美之女神金星的女主人伊斯塔尔的赐福","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_250.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=none; confidence=0.000; review_required=true"
"tohsakarin_46267510ff105846","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_251.ogg","…我、我想听的不是这个啦！","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_251.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_b66aa319cb5c9da9","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_252.ogg","这个嘛，大概算{RUBY_B#脱胎于传说历史的概念兵器}概念武装{RUBY_E#}吧。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_252.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_60bf89234a2e9968","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_253.ogg","说回神话只要他同意我就可以驱动大公天舟玛安娜把金星金星哦给我给我的发射出去","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_253.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=fuzzy; confidence=0.743; review_required=true"
"tohsakarin_1a8456e7dadadb1b","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_254.ogg","他当时是这么问的渴望力量吗哼你感受一下星球球级的破坏力也不是不行但作为代价你走过的土地都将标上我的记号居民也都将成为我的玩物哦","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_254.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=fuzzy; confidence=0.762; review_required=true"
"tohsakarin_9890e4f01e0d05d2","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_255.ogg","于是我说：「真的？！我要！」","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_255.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_1bae42f9855cd935","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_256.ogg","事就这么成了。厉害吧？","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_256.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.947; review_required=true"
"tohsakarin_99ba0901c88dafa4","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_257.ogg","那可是星球级的破坏力欸！你难道不想体验一次吗？","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_257.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.952; review_required=true"
"tohsakarin_7ecf674cf7abf6b7","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_258.ogg","对吧对吧，星球级的破坏力欸，没人能拒绝的。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_258.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.944; review_required=true"
"tohsakarin_fd1205553b0bcbae","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_259.ogg","再说了，远在其他宇宙，就算我们变成玩具，她也根本玩不过来啦。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_259.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.923; review_required=true"
"tohsakarin_8466617ee4bc163e","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_260.ogg","反倒是附加条款更肉疼——每次必须上贡十枚蕴含十年魔力的宝石——当钱都是大风刮来的嘛。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_260.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.933; review_required=true"
"tohsakarin_da11837565ea28c7","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_261.ogg","话是这么说…但实在漫天要价，我还从来没用过这个必杀技呢。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_261.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.960; review_required=true"
"tohsakarin_30d2158e1b3d8660","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_262.ogg","是啊，漫天要价。我还从来没用过这个必杀技呢。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_262.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_dea16f87134f4fe1","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_263.ogg","是啊，漫天要价。我还从来没用过这个必杀技呢。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_263.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_bd60f15d631b482a","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_264.ogg","嘘那是我偷偷用的别被他听见要遭惩罚的","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_264.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=fuzzy; confidence=0.889; review_required=true"
"tohsakarin_424e23552270bb33","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_265.ogg","虽然很不想承认，但她和我很像，强硬又任性；明明是善神，却又时常展露出冷酷的一面——","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_265.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.971; review_required=true"
"tohsakarin_7fd6756d3756ef1c","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_266.ogg","毕竟传闻中的伊石塔尔可是这样的只因为没得到英雄王回应他就派自己的宠物引发了大灾害两人也结下是仇","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_266.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=fuzzy; confidence=0.756; review_required=true"
"tohsakarin_eeba8f6458f363ad","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_267.ogg","所以…这次要是真遇上{RUBY_B#英雄王}他{RUBY_E#}，肯定会爆发大战的。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_267.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
