"clip_id","source_id","audio_relpath","transcript","duration_s","sample_rate","channels","peak_dbfs","noise_floor_dbfs","snr_db","silence_ratio","clipping_ratio","voiced_ratio","f0_min_hz","f0_median_hz","f0_max_hz","audio_sha256","review_status","reviewer","review_notes"
"tohsakarin_36f53fa2683cf1f1","tohsakarin_36f53fa2683cf1f1","audio/processed/tohsakarin_36f53fa2683cf1f1.wav","「乌鲁克的大杯」——王将亲自用它召开酒宴，为决战壮行。","5.529167","48000","1","-1.000152","-70.432503","56.39621","0.250482","0.000019","0.678227","50","239.219224","462.141079","77878dd9918dc87470e183b69744aef77ae07f7895e0cffec85185f7efe797a8","pending","","auto_flags=none"
"tohsakarin_3728cd7b5243520f","tohsakarin_3728cd7b5243520f","audio/processed/tohsakarin_3728cd7b5243520f.wav","你难道就不好奇，她究竟是怎么撬开宝库的吗？","4.281","48000","1","-1.000152","-89.54332","75.778648","0.243781","0","0.579602","159.659677","292.817139","423.785238","ccf80cad70ebd3786d877388591400bcffcbc3489f0e0fa9ea42300f9f008257","pending","","auto_flags=none"
"tohsakarin_38609f927a0e790c","tohsakarin_38609f927a0e790c","audio/processed/tohsakarin_38609f927a0e790c.wav","菲德小姐你根本不想战斗对不对请照他说的做吧","4.619","48000","1","-1.000152","-89.977997","76.620346","0.329493","0","0.414747","184.463239","302.270325","421.344414","c9f84189a62d94f6bc0076507f3cd711e059853a200c412e0199b12f89f828c2","pending","","auto_flags=none"
"tohsakarin_387796688e165fd3","tohsakarin_387796688e165fd3","audio/processed/tohsakarin_387796688e165fd3.wav","事到如今，如果只是听到要付出代价就选择退缩，岂不是要让大英雄们看笑话？","7.538","48000","1","-1.000152","-92.955055","77.927276","0.301273","0.000011","0.479491","157.825829","271.634489","1061.721394","e58b858b3e54edb3861b5fd641f86e2ad95da5113acfbaa465ab9997f926df75","pending","","auto_flags=none"
"tohsakarin_38cf92c28b97d0db","tohsakarin_38cf92c28b97d0db","audio/processed/tohsakarin_38cf92c28b97d0db.wav","别、别听{M#他}{F#她}瞎说！我们自愿放弃拒绝的权利！","3.157","48000","1","-1.000152","-50.833221","38.534671","0.135135","0","0.587838","237.841423","369.995062","546.416103","280cead6e64b12e469b01fd6f8ef96503cac50964814e84af987fadb04837113","pending","","auto_flags=none"
"tohsakarin_391cf84a105b8b16","tohsakarin_391cf84a105b8b16","audio/processed/tohsakarin_391cf84a105b8b16.wav","齐楚为实以契约之大功","2.727875","48000","1","-1.000152","-64.293312","48.388628","0.207031","0.000015","0.558594","50","220.635764","297.935493","f2588f89167e54a50f46e16782e034a78bdeba0426a1e1fe29195b46786aac8d","pending","","auto_flags=none"
"tohsakarin_399ec7f9c9743842","tohsakarin_399ec7f9c9743842","audio/processed/tohsakarin_399ec7f9c9743842.wav","先祖为我原本家仙师修拜因傲骨","3.883563","48000","1","-1.000152","-69.137878","54.53833","0.172603","0","0.561644","154.221083","256.388816","344.220575","773a7ad80ac09071b890048fc2e28f7f640ee6b7fe5a08eb72a53476064a17ce","pending","","auto_flags=none"
"tohsakarin_3a469f6782762916","tohsakarin_3a469f6782762916","audio/processed/tohsakarin_3a469f6782762916.wav","啊啊至于到了下个世纪怎么办嗯你到时候再看吧","6.112","48000","1","-0.999854","-73.453537","58.868229","0.231707","0.000007","0.531359","145.565318","270.069989","935.021799","3aede066cf55257598f193f519e82e6ba7c47581e1b582a3aea1cd7ea8a4f2b2","pending","","auto_flags=none"
"tohsakarin_3a6accedb43698ec","tohsakarin_3a6accedb43698ec","audio/processed/tohsakarin_3a6accedb43698ec.wav","家传的宝石、地下室的管理方式…看他毫无保留的样子，哪怕我还小，也能察觉到了。","9.491","48000","1","-1.000152","-93.13781","77.888375","0.369663","0.000002","0.304494","147.256706","203.495938","303.143313","aa5ee6d8dc3870d124760173ac42bb69c0a5bec9127c6d415d12df1eb478cfc0","pending","","auto_flags=excess_silence"
"tohsakarin_3ac86f173b8ed642","tohsakarin_3ac86f173b8ed642","audio/processed/tohsakarin_3ac86f173b8ed642.wav","我的荣幸。说不定，我永远都忘不掉这场圣杯战争了。","5.393","48000","1","-0.999854","-79.224823","65.037831","0.373518","0.000015","0.539526","50","204.674778","362.588541","ab188318b46b8eb545f596d51ad0bbe33b189e0308cf71c6f34ddc786b488683","pending","","auto_flags=excess_silence"
"tohsakarin_3c96fdeef13f9db7","tohsakarin_3c96fdeef13f9db7","audio/processed/tohsakarin_3c96fdeef13f9db7.wav","<size=36>本人潜心多年的研究成果——</size>","2.117","48000","1","-0.999854","-31.870653","17.75913","0.060302","0.00001","0.718593","198.848085","265.430348","459.479342","034131afbc542b631c3b0baa3b9f22d36a96961ba8a27e243f36818e95ce1e1a","pending","","auto_flags=low_snr_proxy"
"tohsakarin_3cc007ad3f53def6","tohsakarin_3cc007ad3f53def6","audio/processed/tohsakarin_3cc007ad3f53def6.wav","哎接下来聊聊真正的元凶吧这家美食带你来的那个女孩呢","6.584","48000","1","-1.000152","-240","224.574132","0.419094","0.000028","0.472492","164.338063","264.665965","416.504861","a5f0b69d8aa03450e8c21d746750656168ba5917f6d459923a3978c4f4d2e8ea","pending","","auto_flags=excess_silence"
"tohsakarin_3d07827a3b7b86cd","tohsakarin_3d07827a3b7b86cd","audio/processed/tohsakarin_3d07827a3b7b86cd.wav","请不要这么说。我是这场事件的元凶，于情于理都应该给各位一个交代。","7.374","48000","1","-1.000152","-240","225.370047","0.348266","0","0.421965","143.893358","232.409117","296.21951","a5977d51119da56e4970452ad191975000a988b329d139cf81a584784b79b679","pending","","auto_flags=none"
"tohsakarin_3d20c184070b7f29","tohsakarin_3d20c184070b7f29","audio/processed/tohsakarin_3d20c184070b7f29.wav","啊不为什么","1.915","48000","1","-1.179856","-240","225.073215","0.588889","0","0.372222","211.892619","346.214624","552.765152","114d098f6a2d55f9bc3d003ca89960318099468a012557fb12a0e74735c1752d","pending","","auto_flags=too_short|excess_silence"
"tohsakarin_3d51afea2b8ac820","tohsakarin_3d51afea2b8ac820","audio/processed/tohsakarin_3d51afea2b8ac820.wav","诶所见略同","1.861","48000","1","-1.015036","-88.513374","74.686177","0.337143","0","0.234286","182.344498","297.935493","375.375199","586dc3d173d4f0da9681136f87b34ae275854bc0fc233522bd5a4b5139edab59","pending","","auto_flags=too_short"
"tohsakarin_3e2516be18c948f2","tohsakarin_3e2516be18c948f2","audio/processed/tohsakarin_3e2516be18c948f2.wav","宣告令咒：白厄，解放宝具——烧尽女神自缚以冷血的枷锁吧！","7.231813","48000","1","-1.000152","-85.839401","71.537695","0.340708","0.000037","0.466077","50","284.481204","585.634278","f0327f4f4464c21081d84e835647677f29e2241384ed718d8672ca5652de90de","pending","","auto_flags=none"
"tohsakarin_3e5dbae2413bad57","tohsakarin_3e5dbae2413bad57","audio/processed/tohsakarin_3e5dbae2413bad57.wav","哎还真是被侦探大哥狠狠算计了一番啊在头脑和不考虑他人心情这方面倒是和那个英雄王如出一辙呢","9.98","48000","1","-1.000152","-68.812164","54.705297","0.17094","0.000004","0.625","153.332834","260.870414","397.69617","91ee336ab2fa216c7bc6e55e4ec8ebb35601bd4b8c08b6383ba887525ac5bc8c","pending","","auto_flags=none"
"tohsakarin_3e7d2303b698cde9","tohsakarin_3e7d2303b698cde9","audio/processed/tohsakarin_3e7d2303b698cde9.wav","现在，从犯已经拿下…接下来，我们就该专心对付真凶，女神伊什塔尔了。","6.645","48000","1","-1.000152","-91.759338","77.380271","0.272873","0.000025","0.507223","140.606829","254.912125","1080.279957","8986de8674fc027b0b34238e21f523ce045b0517b473a8b1722c7e2a674c0729","pending","","auto_flags=none"
"tohsakarin_3ec2cf2647e680a9","tohsakarin_3ec2cf2647e680a9","audio/processed/tohsakarin_3ec2cf2647e680a9.wav","你怎么知道…等等，不对！","2.967854","48000","1","-1.000152","-72.577866","59.110032","0.487455","0","0.415771","50","59.662428","533.935942","5646edac3de0c9076f0cee261296f5fef99352dd9994ee022657584584590498","pending","","auto_flags=excess_silence"
"tohsakarin_3f0b3d032173cd14","tohsakarin_3f0b3d032173cd14","audio/processed/tohsakarin_3f0b3d032173cd14.wav","圣杯战争是在遥远的过去三位魔术名家为了各自崇高的理想创造的杰作可惜事与愿违但我仍会为自己的理想沿前人道路不断前进哼毕竟我是岩版家主嘛","18.82","48000","1","-1.000152","-91.619888","76.780964","0.333144","0.000009","0.487819","143.064593","233.75545","416.504861","40438ee6a5f399a0a900155ba05bfc4366eccf59f8444e721a9b7c15b6e6e816","pending","","auto_flags=too_long"
"tohsakarin_402cbdbc6a5bdac7","tohsakarin_402cbdbc6a5bdac7","audio/processed/tohsakarin_402cbdbc6a5bdac7.wav","这场黄金雨引发了大骚乱治安官朽义和蓝色找到了我们就这样幻造圣杯战争特别行动小组成立了","9.325","48000","1","-1.000152","-88.723198","74.429558","0.265143","0.000009","0.533714","50.873985","257.874062","441.271529","2ea0e597d5f53db26a81e7bf01d80c332b9959939ec39fcce415ca22f2be3aa6","pending","","auto_flags=none"
"tohsakarin_40463a112e8a0c5f","tohsakarin_40463a112e8a0c5f","audio/processed/tohsakarin_40463a112e8a0c5f.wav","「在此起誓：我乃成就世间一切善行之人，我乃摧毁世间一切恶行之人——」","8.381187","48000","1","-1.000152","-72.489883","56.581894","0.291349","0","0.416031","164.338063","266.967971","512.777633","c29e349bcc10c887bd141f1173459a42d3390ab208080ebc55c742c506bd66d9","pending","","auto_flags=none"
"tohsakarin_40c9426daa714bc7","tohsakarin_40c9426daa714bc7","audio/processed/tohsakarin_40c9426daa714bc7.wav","能久别重逢，真是太好了。","3.4","48000","1","-1.111202","-92.081207","78.657631","0.31348","0","0.23511","179.211928","221.913894","257.874062","44bcb81647abe6d4ddb8d69c6ae0695309b03b84d5784bf37fecee5acce696dd","pending","","auto_flags=none"
"tohsakarin_416fe12ea0a4aa5f","tohsakarin_416fe12ea0a4aa5f","audio/processed/tohsakarin_416fe12ea0a4aa5f.wav","…我就知道你会来的。","2.611","48000","1","-1.000152","-93.309128","76.002909","0.502041","0.000088","0.355102","166.247579","223.199429","386.374532","8837c0d25c52b794da121cd42cab8af5e26df3e24064265f516c0dbd946e86ad","pending","","auto_flags=excess_silence"
"tohsakarin_41891f3c19e92887","tohsakarin_41891f3c19e92887","audio/processed/tohsakarin_41891f3c19e92887.wav","然后，他为什么会背叛我们？","2.111","48000","1","-1.000152","-68.963066","57.940762","0.166667","0","0.651515","138.991822","225.792881","441.271529","ccdd44ad4ef746b5cabb0bc90bc3d9a9f7701638b410be15bcae620d5209beb4","pending","","auto_flags=none"
"tohsakarin_41ae2114db89561d","tohsakarin_41ae2114db89561d","audio/processed/tohsakarin_41ae2114db89561d.wav","T来吧——让这具承载着前进信念的身躯，重新和我融为一体吧","7.032375","48000","1","-1.000152","-85.167267","69.03434","0.398485","0.000065","0.525758","50","213.1201","411.720895","303a9f0382c6ab8570de0b5fc40eed78bd54de88f9cb44cf4d8bed365c21bd3f","pending","","auto_flags=excess_silence"
"tohsakarin_424e23552270bb33","tohsakarin_424e23552270bb33","audio/processed/tohsakarin_424e23552270bb33.wav","虽然很不想承认，但她和我很像，强硬又任性；明明是善神，却又时常展露出冷酷的一面——","8.941","48000","1","-1.000152","-93.650558","79.111413","0.303933","0.000014","0.498212","149.830708","261.626017","395.405608","8f99f16626d12ca09a1b75d01f1cbd0b996bedec7f778cc1560d21c97a3d6e6b","pending","","auto_flags=none"
"tohsakarin_42b20b4dc46973a1","tohsakarin_42b20b4dc46973a1","audio/processed/tohsakarin_42b20b4dc46973a1.wav","等下！他为什么会背叛我们？","2.292","48000","1","-1.000152","-240","226.27967","0.362791","0","0.4","148.109755","258.620986","418.917649","e4d5b3017d95889ab234e4a62b7edb856cb70332db29ffc227c164f6bb8ebbda","pending","","auto_flags=excess_silence"
"tohsakarin_439b6914ced96176","tohsakarin_439b6914ced96176","audio/processed/tohsakarin_439b6914ced96176.wav","那就明天见咯——就算我们都深受各自神明青睐，自己的人生也还是要亲手开拓，对吧？","7.953","48000","1","-0.999854","-85.145859","70.699276","0.280161","0.000013","0.47319","145.565318","284.481204","524.763242","8313b7b29a63fe3cc26885806aade135c894d6cef29017a83556402108d7a368","pending","","auto_flags=none"
"tohsakarin_43fb6b68cb740451","tohsakarin_43fb6b68cb740451","audio/processed/tohsakarin_43fb6b68cb740451.wav","…是「死亡」的气息。","1.305","48000","1","-2.583301","-47.876556","31.996905","0.105691","0","0.04065","1043.481656","1067.871883","1092.832205","d981ece54b80fc027d399a4bb5e37d8135d9606a293ef2c7cba27612b41eab67","pending","","auto_flags=too_short"
"tohsakarin_44170fc79eca29aa","tohsakarin_44170fc79eca29aa","audio/processed/tohsakarin_44170fc79eca29aa.wav","就这么定了！","0.672","48000","1","-1.000152","-67.823784","54.084603","0.15625","0","0.484375","239.219224","310.228952","448.984819","5789032d4c85282dabfce9669a81d4a30107e8114ded5b5abf85f59589b52c3f","pending","","auto_flags=too_short"
"tohsakarin_44b3c34d3020420c","tohsakarin_44b3c34d3020420c","audio/processed/tohsakarin_44b3c34d3020420c.wav","我也没那么惦气白痴了这种点点点就能通关的游戏还是会的","4.777","48000","1","-1.000152","-75.187889","61.201311","0.145089","0.000009","0.741071","50","272.42127","546.416103","647d88c4a2b3521aa56a32f76f4c767aa182e5c0a2a9afa92b85e9c00d1abcae","pending","","auto_flags=none"
"tohsakarin_44bca9ce17c101e1","tohsakarin_44bca9ce17c101e1","audio/processed/tohsakarin_44bca9ce17c101e1.wav","但与往常不同的是，我们这次的目标不是争夺圣杯，而是争夺财宝。","5.317","48000","1","-1.000152","-84.281448","70.369321","0.204409","0","0.533066","147.256706","221.913894","416.504861","7c424bcefcf37ef687fb2acb8b1c45a833884614a24a717df44232404da71644","pending","","auto_flags=none"
"tohsakarin_454251fe1b825405","tohsakarin_454251fe1b825405","audio/processed/tohsakarin_454251fe1b825405.wav","啊！","0.954","48000","1","-6.440941","-51.680363","21.115292","0.255556","0","0","","","","45c8964fc32d4465c473e4fa344f8bc4791ec14b6a9d9582909c7d4e9a81bb36","pending","","auto_flags=too_short|pitch_unresolved"
"tohsakarin_45592e7f57d672e1","tohsakarin_45592e7f57d672e1","audio/processed/tohsakarin_45592e7f57d672e1.wav","嗯这位是","1.84","48000","1","-1.589883","-77.434174","63.50798","0.236994","0","0.560694","193.187266","237.841423","416.504861","c2cb8bdf2f5f5ca7d298c3f6741efab7ff6977c7fcfbcef9ba4aa17c847a2ff5","pending","","auto_flags=too_short"
"tohsakarin_45602fe2a5d44d1a","tohsakarin_45602fe2a5d44d1a","audio/processed/tohsakarin_45602fe2a5d44d1a.wav","哎，没办法…虽然很在意，但凡事都得一步一个脚印。","6.774","48000","1","-1.000152","-91.376015","77.429435","0.353774","0.000018","0.391509","172.110287","243.400703","924.282157","4af9dc764622c3cbee76047ff59e22e1ac3d01cc949a283b8fcf81813f021876","pending","","auto_flags=excess_silence"
"tohsakarin_457371474e57786a","tohsakarin_457371474e57786a","audio/processed/tohsakarin_457371474e57786a.wav","啊…啊……","2.42","48000","1","-1.000152","-93.16761","73.846462","0.444934","0","0","","","","10461da9b2082962d056b28efa8951fcb0726e93937fd8a9bb8f3dfa1ffcf94d","pending","","auto_flags=excess_silence|pitch_unresolved"
"tohsakarin_459e2d73155b0619","tohsakarin_459e2d73155b0619","audio/processed/tohsakarin_459e2d73155b0619.wav","首先，最让人惊掉下巴的是，我和{NICKNAME}居然是被圣杯战争早早排除在外的倒霉蛋……","6.678","48000","1","-1.000152","-65.729645","52.419517","0.135566","0","0.61244","142.240602","259.367911","409.349557","b9f26e660ba22bfec2a098bc8d84f273b50de11fa11deee7457d74f2ff771ced","pending","","auto_flags=none"
"tohsakarin_45a5a3a920370ab2","tohsakarin_45a5a3a920370ab2","audio/processed/tohsakarin_45a5a3a920370ab2.wav","嗯嗯嗯让我看看我们的运势如何呢","5.709","48000","1","-0.999854","-75.129051","62.392044","0.253731","0.000004","0.617537","165.290064","253.44394","582.261273","896150c4ba56245adfc89b6e6516ea06644a6d5c60904ebb45478aa42ef5c352","pending","","auto_flags=none"
"tohsakarin_45b91d69dfa52b2a","tohsakarin_45b91d69dfa52b2a","audio/processed/tohsakarin_45b91d69dfa52b2a.wav","接下来，就是作战的核心了——","3.394333","48000","1","-0.999854","-79.841515","65.269382","0.448276","0.000031","0.523511","50","171.119005","475.682846","4d4b1ed6cbc2a138859380942c3e65e29e75f6d5447f83b2a3e811111541f93a","pending","","auto_flags=excess_silence"
"tohsakarin_46267510ff105846","tohsakarin_46267510ff105846","audio/processed/tohsakarin_46267510ff105846.wav","…我、我想听的不是这个啦！","2.07","48000","1","-1.000152","-96.286041","81.984328","0.230769","0.00002","0.512821","210.672207","315.783314","552.765152","574c0ccba7c12ea5a512bd7e61893d5967eac91917a883ccbf11f17d98c74c6f","pending","","auto_flags=none"
"tohsakarin_4635260fc5d4e77f","tohsakarin_4635260fc5d4e77f","audio/processed/tohsakarin_4635260fc5d4e77f.wav","至此有关radar霞蝶小姐的秘密终于大败她真正的御主原来是一同被赋予了幻造生命的妹妹波里西亚","10.501","48000","1","-1.000152","-91.130043","76.82431","0.316751","0.000002","0.490355","152.449702","225.792881","299.661415","d6c220bb679a9bd853279ab42c46e7d1c5c015285809b41fa4d6ce9dafc31253","pending","","auto_flags=none"
"tohsakarin_46ab2be333e4f950","tohsakarin_46ab2be333e4f950","audio/processed/tohsakarin_46ab2be333e4f950.wav","这家伙…一如既往让人恨得牙痒痒。","3.414146","48000","1","-1.000152","-57.277012","42.76425","0.202492","0.000006","0.336449","152.449702","215.596437","319.319355","08e6b0c8377543cad5b9b66ebe33eb843ed9e6f9ac3cdf0d40b15ed4f424397a","pending","","auto_flags=none"
"tohsakarin_46bc916255619bda","tohsakarin_46bc916255619bda","audio/processed/tohsakarin_46bc916255619bda.wav","你到底想要什么？","1.021","48000","1","-2.339088","-42.530651","28.314567","0.09375","0","0.645833","209.458825","267.750169","354.307008","017c9399ebe97eedeb8201e77bf868fbce82ca1af90f77fdda5c881857055a36","pending","","auto_flags=too_short"
"tohsakarin_46de11a23fa0f5c7","tohsakarin_46de11a23fa0f5c7","audio/processed/tohsakarin_46de11a23fa0f5c7.wav","以原本家的荣誉向你启誓今后我会为此一直努力","5.477","48000","1","-1.000152","-86.173157","71.521485","0.317121","0.000015","0.577821","50","216.845374","356.359487","a4ec6434ceb1f4318693af2cdc5117839c0df2302038a10532cf85e86eb1447a","pending","","auto_flags=none"
"tohsakarin_47023d84e6af4e9a","tohsakarin_47023d84e6af4e9a","audio/processed/tohsakarin_47023d84e6af4e9a.wav","所以我们必须制定自己的规则对自己有利的规则一场属于魔术师的真正的圣杯战争","8.822354","48000","1","-1.000152","-74.418793","59.544105","0.323671","0","0.547101","50","193.187266","358.423857","a177dbcd88524667a375f7807f2132e91f4d853a5f619e682e600acb4b80eebe","pending","","auto_flags=none"
"tohsakarin_477e862accdf77ef","tohsakarin_477e862accdf77ef","audio/processed/tohsakarin_477e862accdf77ef.wav","不过，创造属于「我」的圣杯战争……","3.773","48000","1","-0.999854","-240","225.835104","0.29096","0.000006","0.471751","145.565318","196.56412","326.783091","b52e33f2a0c5ae53ad4b985339dc71b50b3ec361ee6e010af2c08a36a687b0a0","pending","","auto_flags=none"
"tohsakarin_4796b66df1ebe5f9","tohsakarin_4796b66df1ebe5f9","audio/processed/tohsakarin_4796b66df1ebe5f9.wav","但为了父亲的遗致为了原版家的荣誉","4.436","48000","1","-0.999854","-82.852127","68.686712","0.387019","0","0.399038","145.565318","191.527845","294.513412","284c101ea43eebe186ce29d57bb28e9dc8b9fe11a5f78ac9cb685bbbd8e1a8e1","pending","","auto_flags=excess_silence"
"tohsakarin_47deb7041d55648b","tohsakarin_47deb7041d55648b","audio/processed/tohsakarin_47deb7041d55648b.wav","来日方长。而且，既然是我的从者，那就一定是最强的。","5.371","48000","1","-1.000152","-93.477402","78.586695","0.34127","0.000012","0.361111","151.571657","274.795314","456.832936","0595caceb4992b1bc03ba4c372bcbfcf35c10fc1c3a3bdc3efe76bce13fdfe2a","pending","","auto_flags=none"
"tohsakarin_4837cdfa205a6f7e","tohsakarin_4837cdfa205a6f7e","audio/processed/tohsakarin_4837cdfa205a6f7e.wav","继续我们的冒险吧，{NICKNAME}。不过，眼下或许可以先暂缓脚步——","4.866","48000","1","-1.000152","-240","226.764609","0.295405","0.000009","0.485777","165.290064","266.967971","428.709385","e8aa06d4dddf3a9255ecdafc912e618440e0e21c0f07c7d033d5fe35ad1e0fdc","pending","","auto_flags=none"
"tohsakarin_4908e315c7d7cfe5","tohsakarin_4908e315c7d7cfe5","audio/processed/tohsakarin_4908e315c7d7cfe5.wav","既然要并肩作战，当然要搞清楚搭档的实力才行吧？这可直接影响到作战方针哦？","6.395","48000","1","-1.000152","-92.775497","79.555123","0.18","0.000007","0.633333","158.740105","306.670785","443.827789","adfcce7ba831ed6cc422cebd64571309f9258eb0264cc762bbb994102d825314","pending","","auto_flags=none"
"tohsakarin_495679e7fc7cf7a7","tohsakarin_495679e7fc7cf7a7","audio/processed/tohsakarin_495679e7fc7cf7a7.wav","等、等下！你看清楚——","1.68525","48000","1","-1.000152","-91.717834","79.207157","0.316456","0.000025","0.424051","354.307008","524.763242","696.440451","38706f142f25a415eb69f7e6316ec87d437a6f9c823a5e4fc08f9acbee0dc481","pending","","auto_flags=too_short"
"tohsakarin_4998ff990c6352a2","tohsakarin_4998ff990c6352a2","audio/processed/tohsakarin_4998ff990c6352a2.wav","嗯，我","3.081","48000","1","-2.238696","-93.340561","73.820827","0.515571","0","0.065744","324.900959","973.602811","1086.537955","f82b19f9ee6c05356918a92a84e3a9a25973daa6f31f82246f702679c85b945a","pending","","auto_flags=excess_silence"
"tohsakarin_4a4456967aeb7ee1","tohsakarin_4a4456967aeb7ee1","audio/processed/tohsakarin_4a4456967aeb7ee1.wav","——然后，","3.104687","48000","1","-16.776955","-69.870247","38.139568","0.59589","0","0.106164","50","51.763246","57.434918","ad4a772e92de29b4dca42b797eedd2b059330e9f045a7dc7d5a26af08a3dd4b1","pending","","auto_flags=excess_silence"
"tohsakarin_4a8ccf79e48f8c9e","tohsakarin_4a8ccf79e48f8c9e","audio/processed/tohsakarin_4a8ccf79e48f8c9e.wav","以自己的幻葬身躯为代价霞蝶和波里西亚小姐将自己所承载的缘化作至纯粹的魔力原原本本的交到了我的手中","10.287","48000","1","-1.000152","-90.939003","76.342964","0.212435","0.000004","0.566839","149.830708","215.596437","324.900959","8f9d1529fb66c4166d1bac1e9ae74785a21c86fd6b93b1c14a28c28b13fbf54b","pending","","auto_flags=none"
"tohsakarin_4b67bdb12fdad4f3","tohsakarin_4b67bdb12fdad4f3","audio/processed/tohsakarin_4b67bdb12fdad4f3.wav","啊明明很帅","1.571","48000","1","-0.999854","-84.283836","67.450249","0.371622","0.000013","0.364865","157.825829","397.702804","578.907695","e114a544ca4c3d9c882e099aa3de0071c76815922da2e04ab0484e5b224e6035","pending","","auto_flags=too_short|excess_silence"
"tohsakarin_4b6dfdb3ed061ce1","tohsakarin_4b6dfdb3ed061ce1","audio/processed/tohsakarin_4b6dfdb3ed061ce1.wav","「既然是我的从者，那就一定是最强的」","3.814","48000","1","-1.000152","-240","225.329399","0.315642","0.000005","0.410615","172.110287","346.214624","1080.279957","da5e8a356d8c869c4f85ca8f9d7d750af0be84c55065e17215d709adf8edbbce","pending","","auto_flags=none"
"tohsakarin_4b8cb6b181f45b91","tohsakarin_4b8cb6b181f45b91","audio/processed/tohsakarin_4b8cb6b181f45b91.wav","（潜伏了这么多天，连圣杯都偷来了，但还是不知道要怎么离开……）","7.206229","48000","1","-0.999854","-55.535767","41.580997","0.241124","0","0.316568","50","223.199429","362.588541","c28af0132501cb412711e96908172b695a73c7dba288fced8d67e067a96480f8","pending","","auto_flags=none"
"tohsakarin_4be3c8dca48a1eba","tohsakarin_4be3c8dca48a1eba","audio/processed/tohsakarin_4be3c8dca48a1eba.wav","毕竟，那是他第一次摸我的头。","2.845","48000","1","-1.000152","-93.329491","76.973869","0.359551","0.000015","0.307116","143.064593","186.606598","286.129186","066290bbf510d3f4929687add2fb20748152337047ba40e00cddd297b92148d0","pending","","auto_flags=excess_silence"
"tohsakarin_4c50a9afbbce154e","tohsakarin_4c50a9afbbce154e","audio/processed/tohsakarin_4c50a9afbbce154e.wav","总之，事态不算简单，好在目标还算清晰。","5.01","48000","1","-1.000152","-92.223427","77.261605","0.36383","0.000012","0.410638","151.571657","241.998818","404.647776","6aa728e98b4d8f2978d4aa2c552a289ad6d3f37bafe3967839595a8afdf370a5","pending","","auto_flags=excess_silence"
"tohsakarin_4c52c1a9c3d413c3","tohsakarin_4c52c1a9c3d413c3","audio/processed/tohsakarin_4c52c1a9c3d413c3.wav","不愧是我的从者。","1.8","48000","1","-1.43029","-93.135056","79.279195","0.366864","0","0.384615","179.211928","228.416468","478.438449","b3a7c16f39bb13b57a291ba33d99ec7fdbb9d5ebe65915ae3213d1063ee9d6e6","pending","","auto_flags=too_short|excess_silence"
"tohsakarin_4c5dc146460241c5","tohsakarin_4c5dc146460241c5","audio/processed/tohsakarin_4c5dc146460241c5.wav","原力只够维持七天时间还算充裕接下来就看对方能提供什么样的支持了","8.563","48000","1","-1.531826","-62.54314","48.85061","0.328767","0","0.600249","178.179744","250.532888","312.02609","00c0f61ef9e279024491b15cefd3489b3a84f4165053160c78e118316f99f4f8","pending","","auto_flags=none"
"tohsakarin_4cb65dcef40ef991","tohsakarin_4cb65dcef40ef991","audio/processed/tohsakarin_4cb65dcef40ef991.wav","此为最后的令咒宣告遵从圣杯之戒律将此人我的从者加以戒律之法","9.719","48000","1","-1.000152","-93.399803","78.023438","0.435307","0.000009","0.566886","50","194.306388","423.785238","96d058af2b23f9898c9b0aeba1618c615f7893252fee820c793e5b48042b02f5","pending","","auto_flags=excess_silence"
"tohsakarin_4cef465b03e984c3","tohsakarin_4cef465b03e984c3","audio/processed/tohsakarin_4cef465b03e984c3.wav","嗯，不过你先别急，我还有话没说完。","2.010771","48000","1","-0.999854","-68.302322","55.916396","0.365079","0.000031","0.37037","50","209.458825","249.089924","62ab169b563f8be2d4b6f4313beaa06e94860e0d7a2a5ed12100ea0a0e5be9c4","pending","","auto_flags=excess_silence"
"tohsakarin_4d6fc3dad98bea38","tohsakarin_4d6fc3dad98bea38","audio/processed/tohsakarin_4d6fc3dad98bea38.wav","我师父就好这口。本来计划走之前再来买礼物，没想到居然提前了。","5.579","48000","1","-1.000152","-89.617523","75.401512","0.253817","0.000004","0.543893","156.91682","263.901582","443.827789","97471555af2917a50b63d7a7250c303b5888a55a15b2950c3898f0add72cfafe","pending","","auto_flags=none"
"tohsakarin_4d7a9dc1665020f0","tohsakarin_4d7a9dc1665020f0","audio/processed/tohsakarin_4d7a9dc1665020f0.wav","啊也不能忘了火花和他的蝴蝶从者","3.206","48000","1","-1.000152","-90.884079","77.04631","0.272425","0.000071","0.458472","177.153504","265.430348","319.319355","34bb52b32ebdffc54c7a465cab38b59a42a44f96dad87cebbb586aa95583820c","pending","","auto_flags=none"
"tohsakarin_4dffcee886dd4345","tohsakarin_4dffcee886dd4345","audio/processed/tohsakarin_4dffcee886dd4345.wav","以至于，她连如此微弱的力量都不能放过——这枚破碎的宝石，就是她步入穷途末路的证明。","8.06625","48000","1","-1.000152","-69.688599","55.255257","0.233818","0.000059","0.673712","50","203.495938","381.936642","bc1bd7160ece62374aabcc8c4db3e0df3e8f0d82973ca7481d944deba69093d2","pending","","auto_flags=none"
